employerJobCount,date,country,maskedEmployerName,employerAccountDateCreated,advtype,avgoverallcompanyrating,jobagedays,jobdatecreated,descriptionLengthChars,candStatusReviewedCount,supervisingJob,licenseRequiredJob,noEducationRequirementsJob,highSchoolEducationRequirementsJob,higherEducationRequirementsJob,applies,clicks,yearWeekOfYear,advDateCreatedDate,employeecount,normtitle,employerIndustry,normtitlecategory,admin1,city,jobHash 
b'1',b'2017-10-29',b'US',b'Company541165898931',b'20171023',b'none',b'0',b'6',b'20171023',b'1170',b'4',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201743',b'2017-10-23',b'250-499',b'safety health and environment assistant',b'Retail/Consumer Products',b'admin',b'OK',b'Pocola',b'Company5411658989311\n'
b'3',b'2017-10-27',b'US',b'Company609885358913',b'20171026',b'Direct Employer',b'40',b'1',b'20171026',b'1207',b'15',b'0',b'0',b'0',b'0',b'0',b'53',b'223',b'201743',b'2017-10-26',b'50-149',b'lead consultant',b'Retail/Consumer Products',b'management',b'TX',b'Highland Village',b'Company6098853589133\n'
b'1',b'2018-01-22',b'US',b'Company1065151894489',b'20171103',b'Direct Employer',b'30',b'80',b'20171103',b'1146',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20184',b'2017-11-03',b'1-49',b'broker',b'Technology/Information',b'sales',b'MO',b'St. Louis',b'Company10651518944891\n'
b'1',b'2017-10-15',b'US',b'Company1692217118939',b'20170921',b'none',b'40',b'24',b'20170921',b'794',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201741',b'2017-09-21',b'1-49',b'service crew',b'Telecom',b'retail',b'IN',b'Bloomington',b'Company16922171189391\n'
b'12',b'2017-09-12',b'US',b'Company1056561966367',b'20170707',b'Direct Employer',b'0',b'11',b'20170901',b'1144',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201737',b'2017-07-07',b'50-149',b'data conversion operator',b'Hospitality/Travel',b'admin',b'MA',b'Cohasset',b'Company105656196636712\n'
b'39',b'2018-01-05',b'US',b'Company927712936250',b'20171121',b'Direct Employer',b'35',b'10',b'20171226',b'1229',b'0',b'0',b'0',b'1',b'0',b'0',b'2',b'19',b'20181',b'2017-11-21',b'1000+',b'software engineer',b'Other',b'techsoftware',b'WA',b'Seattle',b'Company92771293625039\n'
b'22',b'2017-11-30',b'US',b'Company77309411384',b'20170203',b'Staffing Agency',b'25',b'2',b'20171128',b'1558',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201748',b'2017-02-03',b'50-149',b'machinist mate',b'Staffing Firm (General)',b'uncategorized',b'CA',b'Los Angeles',b'Company7730941138422\n'
b'367',b'2017-11-10',b'US',b'Company1297080123461',b'20140808',b'Direct Employer',b'36',b'15',b'20171026',b'4895',b'2',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'201745',b'2014-08-08',b'1000+',b'microbiologist',b'Health Care/Medical',b'science',b'TX',b'San Antonio',b'Company1297080123461367\n'
b'1',b'2018-01-20',b'US',b'Company584115577136',b'20171024',b'none',b'0',b'88',b'20171024',b'303',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20183',b'2017-10-24',b'150-249',b'insurance agent',b'Accounting/Consulting',b'insurance',b'MA',b'Boston',b'Company5841155771361\n'
b'12',b'2017-11-21',b'US',b'Company472446402747',b'20140327',b'Direct Employer',b'37',b'50',b'20171002',b'1347',b'0',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201747',b'2014-03-27',b'50-149',b'night team member',b'Food/Beverage Services',b'food',b'WI',b'Chippewa Falls',b'Company47244640274712\n'
b'23',b'2017-11-06',b'US',b'Company1417339218242',b'20151030',b'Direct Employer',b'30',b'26',b'20171011',b'2464',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201745',b'2015-10-30',b'1-49',b'clinical research coordinator',b'Food/Beverage Services',b'science',b'MA',b'Billerica',b'Company141733921824223\n'
b'63',b'2017-09-09',b'US',b'Company206158430466',b'20120817',b'Direct Employer',b'29',b'24',b'20170816',b'1837',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201736',b'2012-08-17',b'750-999',b'career counselor',b'Other',b'service',b'MN',b'Roseville',b'Company20615843046663\n'
b'313',b'2017-09-12',b'US',b'Company128849019040',b'20141119',b'Staffing Agency',b'0',b'46',b'20170728',b'3476',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201737',b'2014-11-19',b'50-149',b'custom applicator',b'Staffing Firm (General)',b'agriculture',b'GA',b'Buford',b'Company128849019040313\n'
b'12',b'2017-07-16',b'US',b'Company1632087577388',b'20150817',b'Direct Employer',b'0',b'68',b'20170509',b'1352',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201728',b'2015-08-17',b'1-49',b'commercial electrician',b'Energy/Utilities',b'construction',b'SD',b'Spearfish',b'Company163208757738812\n'
b'1',b'2017-10-04',b'US',b'Company764504192255',b'20170714',b'none',b'0',b'82',b'20170714',b'41',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201740',b'2017-07-14',b'1-49',b'quality assurance auditor',b'Manufacturing',b'management',b'NH',b'Rochester',b'Company7645041922551\n'
b'13',b'2017-11-05',b'US',b'Company773094114659',b'20150818',b'Direct Employer',b'0',b'86',b'20170811',b'1583',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201744',b'2015-08-18',b'50-149',b'human resources coordinator',b'Education',b'hr',b'VA',b'Fairfax',b'Company77309411465913\n'
b'46',b'2017-11-15',b'US',b'Company824633725336',b'20120119',b'Direct Employer',b'38',b'23',b'20171023',b'1818',b'7',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201746',b'2012-01-19',b'500-749',b'energy engineer',b'Financial Services/Banking',b'engid',b'PA',b'Ridgway',b'Company82463372533646\n'
b'25',b'2018-01-30',b'US',b'Company704374660215',b'20180117',b'Direct Employer',b'0',b'5',b'20180125',b'4300',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20185',b'2018-01-17',b'1-49',b'merchandiser',b'Technology/Information',b'retail',b'TN',b'North Knoxville',b'Company70437466021525\n'
b'92',b'2017-10-10',b'US',b'Company42949675691',b'20120719',b'Direct Employer',b'0',b'14',b'20170926',b'1955',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201741',b'2012-07-19',b'150-249',b'entry level sales representative',b'Retail/Consumer Products',b'sales',b'OH',b'Solon',b'Company4294967569192\n'
b'88',b'2017-12-18',b'US',b'Company1443109012320',b'20150210',b'Direct Employer',b'0',b'0',b'20171218',b'1455',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201751',b'2015-02-10',b'1-49',b'senior real estate manager',b'Retail/Consumer Products',b'realestate',b'TX',b'Austin',b'Company144310901232088\n'
b'4273',b'2017-12-29',b'US',b'Company60129542500',b'20121102',b'Direct Employer',b'0',b'30',b'20171129',b'3321',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201752',b'2012-11-02',b'50-149',b'retail manager',b'Retail/Consumer Products',b'retail',b'TX',b'Mesquite',b'Company601295425004273\n'
b'175',b'2017-10-14',b'US',b'Company652835031115',b'20151217',b'Direct Employer',b'35',b'4',b'20171010',b'5970',b'4',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201741',b'2015-12-17',b'1000+',"b""teacher's aide""",b'Non-Profit/Association',b'education',b'KY',b'Greensburg',b'Company652835031115175\n'
b'74',b'2018-01-24',b'US',b'Company42949675793',b'20160824',b'Direct Employer',b'0',b'0',b'20180124',b'2198',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20184',b'2016-08-24',b'50-149',b'information security analyst',b'Non-Profit/Association',b'techinfo',b'OK',b'Edmond',b'Company4294967579374\n'
b'3',b'2017-11-19',b'US',b'Company1236950581287',b'20160913',b'Direct Employer',b'30',b'74',b'20170906',b'2506',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201746',b'2016-09-13',b'250-499',b'mechanical designer',b'Retail/Consumer Products',b'engmech',b'FL',b'Crescent City',b'Company12369505812873\n'
b'14',b'2017-07-11',b'US',b'Company1159641171675',b'20160622',b'Direct Employer',b'0',b'53',b'20170519',b'581',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201728',b'2016-06-22',b'1-49',b'web designer',b'Hospitality/Travel',b'media',b'LA',b'Jackson',b'Company115964117167514\n'
b'2',b'2017-11-24',b'US',b'Company163208759237',b'20151215',b'none',b'0',b'70',b'20170915',b'670',b'3',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201747',b'2015-12-15',b'1-49',b'entry level account representative',b'Job Board (General)',b'sales',b'NJ',b'Green Knoll',b'Company1632087592372\n'
b'106',b'2017-12-21',b'US',b'Company1382979481357',b'20170901',b'none',b'0',b'14',b'20171207',b'1583',b'6',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201751',b'2017-09-01',b'1-49',b'contract administrator',b'Agriculture',b'management',b'FL',b'Clearwater',b'Company1382979481357106\n'
b'7',b'2017-10-25',b'US',b'Company1030792151545',b'20161027',b'none',b'35',b'18',b'20171007',b'597',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201743',b'2016-10-27',b'1-49',b'user experience manager',b'Legal',b'techinfo',b'NC',b'Nebo',b'Company10307921515457\n'
b'52',b'2017-11-04',b'US',b'Company884763268707',b'20170616',b'none',b'0',b'17',b'20171018',b'511',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'11',b'201744',b'2017-06-16',b'1-49',b'land manager',b'Financial Services/Banking',b'management',b'WY',b'Alpine',b'Company88476326870752\n'
b'651',b'2017-07-12',b'US',b'Company1460288880710',b'20170304',b'Direct Employer',b'0',b'2',b'20170710',b'2097',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201728',b'2017-03-04',b'750-999',b'stylist assistant',b'Health Care/Medical',b'sales',b'IL',b'Mossville',b'Company1460288880710651\n'
b'6',b'2017-10-21',b'US',b'Company8589947347',b'20170130',b'Direct Employer',b'0',b'29',b'20170922',b'3424',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201742',b'2017-01-30',b'50-149',b'outpatient therapist',b'Health Care/Medical',b'therapy',b'AZ',b'Sahuarita',b'Company85899473476\n'
b'3',b'2017-08-02',b'US',b'Company987842479032',b'20170703',b'none',b'0',b'6',b'20170727',b'1322',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201731',b'2017-07-03',b'1-49',b'picker/packer',b'Non-Profit/Association',b'warehouse',b'NV',b'Mesquite',b'Company9878424790323\n'
b'45',b'2017-11-09',b'US',b'Company927712938870',b'20150512',b'none',b'0',b'2',b'20171107',b'3020',b'3',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201745',b'2015-05-12',b'50-149',b'test manager',b'Automotive',b'management',b'PA',b'Pittsburgh',b'Company92771293887045\n'
b'2',b'2018-01-29',b'US',b'Company249108116655',b'20170825',b'Direct Employer',b'0',b'74',b'20171116',b'1575',b'2',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'20185',b'2017-08-25',b'50-149',b'scale operator',b'Education',b'admin',b'OK',b'Poteau',b'Company2491081166552\n'
b'18',b'2018-01-19',b'US',b'Company1219770713843',b'20150303',b'Staffing Agency',b'0',b'46',b'20171204',b'535',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20183',b'2015-03-03',b'50-149',b'cloud engineer',b'Legal',b'techsoftware',b'IA',b'Des Moines',b'Company121977071384318\n'
b'41',b'2018-01-28',b'US',b'Company111669150889',b'20170502',b'Direct Employer',b'0',b'12',b'20180116',b'2746',b'2',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'20184',b'2017-05-02',b'50-149',b'court manager',b'Health Care/Medical',b'legal',b'TX',b'Lago Vista',b'Company11166915088941\n'
b'2',b'2017-08-30',b'US',b'Company798863935400',b'20170816',b'none',b'50',b'14',b'20170816',b'1342',b'2',b'0',b'1',b'1',b'0',b'0',b'6',b'35',b'201735',b'2017-08-16',b'50-149',b'department manager',b'Advertising/Marketing',b'uncategorized',b'MO',b'St. Louis',b'Company7988639354002\n'
b'9',b'2017-07-02',b'US',b'Company876173333331',b'20160825',b'Direct Employer',b'0',b'18',b'20170614',b'531',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201726',b'2016-08-25',b'1-49',b'e-commerce manager',b'Financial Services/Banking',b'marketing',b'NJ',b'Linden',b'Company8761733333319\n'
b'748',b'2017-09-23',b'US',b'Company584115552344',b'20150608',b'Staffing Agency',b'0',b'82',b'20170703',b'241',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201738',b'2015-06-08',b'1-49',b'junior support engineer',b'Transportation/Logistics',b'techhelp',b'SC',b'Greenville',b'Company584115552344748\n'
b'6',b'2017-09-13',b'US',b'Company678604848062',b'20170314',b'none',b'0',b'14',b'20170830',b'182',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201737',b'2017-03-14',b'500-749',b'java developer iii',b'Hospitality/Travel',b'techsoftware',b'AR',b'Paris',b'Company6786048480626\n'
b'42',b'2018-01-28',b'US',b'Company395136991415',b'20140527',b'Direct Employer',b'33',b'2',b'20180126',b'904',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20184',b'2014-05-27',b'1000+',b'tax senior',b'Real Estate',b'accounting',b'VT',b'Brattleboro',b'Company39513699141542\n'
b'969',b'2018-01-31',b'US',b'Company635655159903',b'20131028',b'Direct Employer',b'36',b'14',b'20180117',b'6963',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20185',b'2013-10-28',b'1000+',b'deli manager',b'Food/Beverage Services',b'food',b'VT',b'Vergennes',b'Company635655159903969\n'
b'368',b'2017-08-28',b'US',b'Company1271310319634',b'20120919',b'Direct Employer',b'33',b'10',b'20170818',b'841',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201735',b'2012-09-19',b'150-249',b'picker/packer',b'Food/Beverage Services',b'warehouse',b'IN',b'Seelyville',b'Company1271310319634368\n'
b'301',b'2017-08-30',b'US',b'Company257698038738',b'20121106',b'Staffing Agency',b'0',b'0',b'20170830',b'345',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201735',b'2012-11-06',b'50-149',b'studio manager',b'Manufacturing',b'management',b'IL',b'Crystal Lake',b'Company257698038738301\n'
b'143',b'2018-01-12',b'US',b'Company910533070174',b'20161115',b'Direct Employer',b'0',b'13',b'20171230',b'218',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20182',b'2016-11-15',b'250-499',b'communications intern',b'Health Care/Medical',b'media',b'VA',b'Dunnsville',b'Company910533070174143\n'
b'74',b'2017-11-25',b'US',b'Company790273983522',b'20160303',b'Direct Employer',b'0',b'85',b'20170901',b'2777',b'6',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201747',b'2016-03-03',b'500-749',b'managing consultant',b'Arts/Entertainment/Recreation',b'management',b'IN',b'Franklin',b'Company79027398352274\n'
b'47',b'2017-08-25',b'US',b'Company764504178707',b'20170802',b'Staffing Agency',b'0',b'10',b'20170815',b'1180',b'1',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201734',b'2017-08-02',b'50-149',b'aircraft maintenance technician',b'Job Board (General)',b'aviation',b'MO',b'Weldon Springs',b'Company76450417870747\n'
b'47',b'2018-01-06',b'US',b'Company206158432162',b'20170306',b'none',b'0',b'4',b'20180102',b'3466',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20181',b'2017-03-06',b'1000+',b'customer service representative',b'Other',b'customer',b'HI',b'Honolulu',b'Company20615843216247\n'
b'2',b'2018-01-14',b'US',b'Company249108123264',b'20171101',b'none',b'0',b'32',b'20171213',b'290',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'20182',b'2017-11-01',b'1-49',b'support associate',b'Transportation/Logistics',b'customer',b'IN',b'Indianapolis',b'Company2491081232642\n'
b'63',b'2017-12-04',b'US',b'Company1468878815232',b'20170929',b'Direct Employer',b'42',b'42',b'20171023',b'1347',b'0',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201749',b'2017-09-29',b'500-749',b'transaction processor',b'Advertising/Marketing',b'admin',b'PA',b'Canonsburg',b'Company146887881523263\n'
b'1',b'2017-11-15',b'US',b'Company541165898931',b'20171023',b'none',b'0',b'23',b'20171023',b'1170',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201746',b'2017-10-23',b'250-499',b'safety health and environment assistant',b'Retail/Consumer Products',b'admin',b'OK',b'Pocola',b'Company5411658989311\n'
b'8',b'2017-07-07',b'US',b'Company1614907706671',b'20170208',b'Direct Employer',b'39',b'2',b'20170705',b'1944',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201727',b'2017-02-08',b'250-499',b'workday hcm analyst',b'Job Board (General)',b'hr',b'NY',b'Mastic Beach',b'Company16149077066718\n'
b'5',b'2017-08-24',b'US',b'Company798863927792',b'20160107',b'none',b'0',b'24',b'20170731',b'117',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201734',b'2016-01-07',b'50-149',b'records manager',b'Food/Beverage Services',b'management',b'CA',b'Coachella Valley',b'Company7988639277925\n'
b'2',b'2017-09-06',b'US',b'Company1589137910575',b'20150506',b'none',b'0',b'71',b'20170627',b'1428',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201736',b'2015-05-06',b'1-49',b'fpga engineer',b'Telecom',b'techsoftware',b'OH',b'Columbus',b'Company15891379105752\n'
b'5',b'2017-08-03',b'US',b'Company1425929154536',b'20141208',b'Direct Employer',b'0',b'0',b'20170803',b'1890',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201731',b'2014-12-08',b'1-49',b'child and youth program assistant',b'Health Care/Medical',b'service',b'VT',b'Rutland',b'Company14259291545365\n'
b'193',b'2017-11-11',b'US',b'Company489626271769',b'20141211',b'Staffing Agency',b'0',b'5',b'20171106',b'558',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201745',b'2014-12-11',b'1-49',b'architectural technician',b'Energy/Utilities',b'arch',b'SC',b'Columbia',b'Company489626271769193\n'
b'1',b'2017-11-03',b'US',b'Company764504196603',b'20171002',b'Direct Employer',b'25',b'32',b'20171002',b'469',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201744',b'2017-10-02',b'50-149',b'teller coordinator',b'Financial Services/Banking',b'retail',b'TX',b'San Antonio',b'Company7645041966031\n'
b'3',b'2017-10-09',b'US',b'Company1529008368891',b'20170717',b'none',b'0',b'77',b'20170724',b'1002',b'0',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201741',b'2017-07-17',b'150-249',b'spa manager',b'Technology/Information',b'management',b'WI',b'Reeseville',b'Company15290083688913\n'
b'43',b'2017-09-09',b'US',b'Company953482744315',b'20161108',b'Direct Employer',b'0',b'1',b'20170908',b'2059',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201736',b'2016-11-08',b'50-149',b'kennel assistant',b'Food/Beverage Services',b'veterinary',b'LA',b'Franklin',b'Company95348274431543\n'
b'467',b'2018-01-15',b'US',b'Company274877907756',b'20150216',b'Direct Employer',b'0',b'27',b'20171219',b'2568',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20183',b'2015-02-16',b'750-999',b'senior data manager',b'Manufacturing',b'management',b'IL',b'Glen Ellyn',b'Company274877907756467\n'
b'34',b'2017-10-29',b'US',b'Company1254130450450',b'20160315',b'Direct Employer',b'37',b'24',b'20171005',b'1532',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2016-03-15',b'150-249',b'survey manager',b'Health Care/Medical',b'management',b'IN',b'Huntington',b'Company125413045045034\n'
b'152',b'2017-08-28',b'US',b'Company1065151890279',b'20150805',b'Other',b'0',b'31',b'20170728',b'2357',b'7',b'0',b'0',b'0',b'0',b'0',b'14',b'67',b'201735',b'2015-08-05',b'1-49',b'scientist',b'Other',b'science',b'VA',b'Richmond',b'Company1065151890279152\n'
b'5',b'2017-09-24',b'US',b'Company1340029804914',b'20140306',b'Direct Employer',b'0',b'34',b'20170821',b'913',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201738',b'2014-03-06',b'1-49',b'desk assistant',b'Insurance',b'admin',b'CA',b'Laytonville',b'Company13400298049145\n'
b'397',b'2017-08-27',b'US',b'Company687194767509',b'20140616',b'Direct Employer',b'30',b'19',b'20170808',b'2364',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201734',b'2014-06-16',b'500-749',b'receiving lead',b'Retail/Consumer Products',b'retail',b'OH',b'Summit',b'Company687194767509397\n'
b'81',b'2018-01-29',b'US',b'Company60129543183',b'20150601',b'Direct Employer',b'0',b'17',b'20180112',b'802',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20185',b'2015-06-01',b'1-49',b'senior investment consultant',b'Government/Military',b'sales',b'MI',b'Birmingham',b'Company6012954318381\n'
b'1',b'2017-11-11',b'US',b'Company558345768796',b'20171109',b'none',b'0',b'2',b'20171109',b'2291',b'4',b'0',b'0',b'1',b'0',b'0',b'5',b'31',b'201745',b'2017-11-09',b'1-49',b'clinician',b'Insurance',b'medtech',b'NV',b'Las Vegas',b'Company5583457687961\n'
b'15',b'2017-10-01',b'US',b'Company936302873489',b'20170227',b'Direct Employer',b'43',b'37',b'20170825',b'1011',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201739',b'2017-02-27',b'750-999',b'medical scheduler',b'Financial Services/Banking',b'admin',b'IA',b'Ames',b'Company93630287348915\n'
b'1',b'2017-10-10',b'US',b'Company206158430351',b'20170223',b'Direct Employer',b'0',b'41',b'20170830',b'969',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201741',b'2017-02-23',b'1000+',b'laborer',b'Defense/Security',b'construction',b'WI',b'Marshfield',b'Company2061584303511\n'
b'5',b'2017-12-15',b'US',b'Company953482740921',b'20150914',b'Direct Employer',b'0',b'78',b'20170928',b'1296',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201750',b'2015-09-14',b'1-49',b'freelance designer',b'Beauty/Wellness',b'arts',b'PA',b'North Wales',b'Company9534827409215\n'
b'2',b'2017-07-17',b'US',b'Company60129556488',b'20170606',b'none',b'0',b'4',b'20170713',b'1478',b'0',b'0',b'0',b'0',b'0',b'0',b'34',b'147',b'201729',b'2017-06-06',b'1-49',b'skilled laborer',b'Legal',b'construction',b'NY',b'Granite Springs',b'Company601295564882\n'
b'178',b'2017-07-28',b'US',b'Company1400159338578',b'20120730',b'Direct Employer',b'34',b'50',b'20170608',b'395',b'7',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201730',b'2012-07-30',b'750-999',b'network systems operator',b'Health Care/Medical',b'techhelp',b'WA',b'Pierce',b'Company1400159338578178\n'
b'83',b'2017-12-20',b'US',b'Company601295423688',b'20160318',b'Direct Employer',b'34',b'5',b'20171215',b'4323',b'1',b'1',b'0',b'0',b'1',b'0',b'4',b'27',b'201751',b'2016-03-18',b'1000+',b'therapeutic staff support',b'Automotive',b'service',b'VA',b'Sweet Briar',b'Company60129542368883\n'
b'97',b'2017-12-14',b'US',b'Company214748365131',b'20140602',b'Staffing Agency',b'0',b'23',b'20171121',b'1069',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201750',b'2014-06-02',b'1-49',b'senior dispatcher',b'Staffing Firm (General)',b'transport',b'PA',b'Hadley',b'Company21474836513197\n'
b'988',b'2018-01-14',b'US',b'Company833223655650',b'20140507',b'Direct Employer',b'0',b'86',b'20171020',b'683',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20182',b'2014-05-07',b'150-249',b'cash manager',b'Education',b'accounting',b'NH',b'Hampton',b'Company833223655650988\n'
b'43',b'2017-12-13',b'US',b'Company1443109013437',b'20170912',b'Staffing Agency',b'25',b'23',b'20171120',b'1399',b'1',b'0',b'0',b'0',b'1',b'0',b'2',b'19',b'201750',b'2017-09-12',b'1000+',b'call center representative',b'Staffing Firm (General)',b'customer',b'WA',b'Kittitas',b'Company144310901343743\n'
b'576',b'2017-11-01',b'US',b'Company472446402692',b'20151026',b'Direct Employer',b'39',b'35',b'20170927',b'946',b'7',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201744',b'2015-10-26',b'1000+',b'sales agent',b'Health Care/Medical',b'sales',b'NC',b'Franklin',b'Company472446402692576\n'
b'4',b'2017-10-25',b'US',b'Company584115552669',b'20170701',b'none',b'38',b'29',b'20170926',b'73',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2017-07-01',b'250-499',b'senior operations coordinator',b'Hospitality/Travel',b'admin',b'GA',b'Royston',b'Company5841155526694\n'
b'279',b'2017-10-24',b'US',b'Company584115552448',b'20151116',b'Staffing Agency',b'0',b'20',b'20171004',b'1196',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2015-11-16',b'150-249',b'ppc manager',b'Staffing Firm (General)',b'marketing',b'IA',b'Dyersville',b'Company584115552448279\n'
b'78',b'2018-01-11',b'US',b'Company1005022348126',b'20160420',b'Direct Employer',b'31',b'7',b'20180104',b'763',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20182',b'2016-04-20',b'1000+',b'senior salesperson',b'Financial Services/Banking',b'sales',b'OH',b'Coolville',b'Company100502234812678\n'
b'64',b'2017-11-08',b'US',b'Company197568496432',b'20170608',b'Direct Employer',b'0',b'8',b'20171031',b'892',b'2',b'0',b'0',b'0',b'0',b'1',b'8',b'43',b'201745',b'2017-06-08',b'1-49',b'project leader',b'Other',b'management',b'NY',b'Catskill',b'Company19756849643264\n'
b'10',b'2018-01-28',b'US',b'Company137438957525',b'20140327',b'Direct Employer',b'0',b'12',b'20180116',b'10735',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20184',b'2014-03-27',b'1-49',b'client relations specialist',b'Health Care/Medical',b'sales',b'PA',b'Lancaster',b'Company13743895752510\n'
b'8',b'2018-01-13',b'US',b'Company1365799604792',b'20161019',b'none',b'0',b'5',b'20180108',b'561',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20182',b'2016-10-19',b'1-49',b'worship leader',b'Financial Services/Banking',b'service',b'NJ',b'Hainesport',b'Company13657996047928\n'
b'8',b'2018-01-28',b'US',b'Company678604844895',b'20170530',b'none',b'0',b'45',b'20171214',b'890',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20184',b'2017-05-30',b'1-49',b'certified pharmacy technician',b'Real Estate',b'pharmacy',b'IL',b'Spring Valley',b'Company6786048448958\n'
b'26',b'2017-12-08',b'US',b'Company927712942767',b'20150211',b'Direct Employer',b'0',b'3',b'20171205',b'1473',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201749',b'2015-02-11',b'50-149',b'tendering and accreditation manager',b'Government/Military',b'sales',b'MD',b'Belcamp',b'Company92771294276726\n'
b'1',b'2017-11-28',b'US',b'Company128849044278',b'20171112',b'none',b'0',b'16',b'20171112',b'1655',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201748',b'2017-11-12',b'1000+',b'retail sales associate',b'Energy/Utilities',b'retail',b'SC',b'Greenville',b'Company1288490442781\n'
b'5',b'2017-09-02',b'US',b'Company1005022360083',b'20170806',b'none',b'0',b'12',b'20170821',b'1833',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201735',b'2017-08-06',b'1-49',b'head of customer service',b'Advertising/Marketing',b'management',b'PA',b'Delaware',b'Company10050223600835\n'
