avgoverallcompanyrating,descriptionLengthChars,clicks,JobCategory
28,3386,35,14
0,1970,23,47
0,410,27,22
0,723,27,12
0,1792,39,9
0,678,31,5
0,1964,27,1
0,1808,43,49
0,1369,27,32
0,1201,23,31
0,879,75,34
0,61,31,17
0,3517,39,7
20,1662,19,50
31,1642,27,9
0,2247,23,14
0,1138,31,18
0,580,95,2
40,849,27,5
0,529,27,27
0,1046,35,49
29,341,27,3
36,1578,23,28
0,3082,23,14
0,989,27,4
47,1098,23,37
0,2959,27,1
50,302,23,25
0,1067,27,12
50,2040,15,35
40,2627,27,47
0,428,43,12
0,1116,11,25
31,2833,27,25
0,83,39,3
0,7281,27,12
0,3635,43,22
47,1562,27,19
0,1093,27,12
36,2756,27,35
0,4957,27,35
0,2053,51,55
0,896,23,2
0,1084,19,3
0,2151,31,11
0,954,23,27
0,2425,43,5
0,3401,35,27
0,869,19,14
43,4404,51,25
32,3021,31,14
0,2929,47,32
0,2052,95,18
0,2039,23,3
0,1360,23,5
30,2381,11,43
33,4546,31,8
0,561,27,9
0,6557,55,15
0,673,15,4
34,1719,35,12
0,1483,55,1
36,2825,31,6
0,503,27,27
0,1887,31,4
0,2183,31,24
30,3580,19,46
0,2863,23,14
36,722,51,14
45,914,31,4
0,1432,19,31
28,1230,31,45
0,2792,23,24
0,2999,91,3
0,4570,23,14
24,1560,19,8
0,2343,19,25
0,1050,23,23
27,1355,15,41
0,269,23,12
0,2100,31,3
0,267,47,14
0,425,19,5
0,1737,43,4
29,4783,23,12
0,830,43,27
33,787,23,14
0,758,43,49
38,1304,23,32
0,2971,19,18
0,1590,23,31
40,2726,23,37
37,2450,191,1
0,2405,35,12
40,1678,27,48
0,566,27,14
0,411,23,34
40,973,19,9
0,274,31,46
38,3427,27,9
0,969,31,17
50,639,23,37
0,3536,39,40
0,1082,31,11
27,2987,27,10
0,887,19,5
0,1093,23,14
10,427,51,18
0,1228,35,36
0,1671,23,42
38,591,23,2
0,785,27,7
0,1231,35,19
0,1601,43,5
43,1906,75,40
0,263,47,14
42,1347,39,5
0,469,39,2
0,1416,31,27
40,320,31,22
0,2498,43,5
0,1356,19,5
25,1890,19,14
0,130,27,24
0,1179,35,12
0,213,35,5
0,1026,23,27
40,2936,31,8
38,277,31,35
30,1262,31,17
0,892,35,10
0,159,27,4
36,4571,35,10
0,1461,27,25
0,4547,43,31
0,886,31,13
0,1790,27,9
0,761,35,31
0,328,39,14
0,820,47,4
0,1141,31,27
36,3663,35,24
0,437,35,5
0,1987,35,4
0,1239,27,3
0,2270,27,27
0,4358,39,16
0,1171,23,31
0,1629,31,38
0,379,43,17
0,1962,39,13
0,1385,31,5
0,1558,35,28
0,4116,31,4
0,731,31,41
50,495,19,12
0,864,23,5
0,534,39,14
0,297,31,11
0,1220,31,4
40,1121,35,48
0,1469,19,14
0,3996,19,12
0,1028,35,38
0,822,27,14
34,1936,31,40
40,561,143,11
43,772,23,10
37,1629,27,25
0,193,15,14
0,705,15,9
0,1609,23,27
50,1229,27,35
0,2313,19,13
31,2841,31,27
0,1402,43,33
36,282,15,19
0,241,39,10
35,590,23,13
0,1573,27,17
0,1170,31,14
0,607,23,1
38,955,39,10
0,1631,11,17
29,2164,31,37
0,963,35,2
0,136,35,3
0,6418,35,4
0,146,39,1
0,319,39,1
0,493,39,34
36,124,35,14
0,2471,63,48
0,1326,35,27
0,6101,35,24
0,3874,47,2
0,1264,39,15
0,2867,15,30
0,996,31,25
0,1178,27,19
34,516,15,14
46,2576,27,1
0,462,19,51
0,1383,39,35
0,609,39,50
40,2216,139,26
0,132,31,7
0,491,35,25
0,1026,31,16
0,986,23,4
0,3940,39,37
0,629,31,27
35,5711,35,22
0,148,31,22
0,4885,23,50
0,1710,35,9
29,459,55,7
0,2960,31,35
40,2659,23,3
40,1691,35,12
41,1241,31,25
0,416,27,1
36,843,35,23
0,2733,23,14
0,992,27,22
0,921,19,28
0,1689,63,35
0,1550,35,37
0,191,79,40
0,1455,27,27
0,764,39,9
0,191,23,27
0,2404,51,49
0,1251,23,37
0,2997,35,12
0,1146,47,43
0,5944,27,17
0,4654,31,4
0,1461,43,11
35,370,27,14
33,3552,35,48
28,463,19,2
0,898,23,5
27,3134,107,27
0,3459,35,13
0,3081,31,14
0,2706,27,1
0,166,71,11
32,1016,39,1
0,1272,51,44
0,2321,231,12
0,2117,39,7
0,167,111,5
0,3153,39,41
35,389,35,5
40,2947,43,13
50,1316,23,10
38,1582,35,18
0,584,35,10
0,1328,19,12
35,950,379,19
0,1271,39,1
0,2546,39,9
0,3187,39,14
0,831,23,14
0,799,27,2
0,2585,27,14
0,3284,27,13
27,2237,63,12
0,2627,27,14
33,601,19,48
31,309,11,12
0,1078,27,34
50,820,27,5
0,3507,35,28
0,2843,23,35
0,864,63,5
0,459,31,45
0,223,31,43
0,2358,47,27
0,1030,23,7
34,1188,35,42
0,296,39,37
24,1767,27,5
50,2816,23,50
50,901,27,7
0,2647,27,1
0,218,31,3
0,488,31,38
0,424,79,5
0,3516,27,27
0,209,39,12
0,7019,23,46
0,1899,51,40
35,272,35,6
0,907,35,18
0,467,19,24
0,697,39,34
35,1269,27,9
0,1279,39,13
0,709,31,9
41,190,31,17
42,540,27,11
34,1173,51,12
38,429,35,33
36,1174,63,3
34,1490,19,24
0,3115,35,54
40,520,31,37
36,4234,23,8
0,2068,15,27
38,2946,19,5
33,1282,27,27
34,1309,19,7
0,1716,39,8
0,2029,15,1
0,594,31,38
40,508,35,3
0,1494,31,41
36,3408,23,23
0,1273,27,7
0,2325,27,15
30,1133,23,10
38,226,31,19
34,372,43,27
0,260,23,10
36,854,35,1
0,1825,39,9
37,1658,35,35
0,674,27,3
0,104,39,14
0,5018,27,48
0,1038,31,40
0,2311,39,28
0,3897,51,45
0,166,31,5
0,2739,35,5
0,1956,39,13
34,2918,23,33
0,1597,23,7
39,231,19,5
0,3427,35,12
39,884,15,37
0,301,35,24
0,860,27,19
30,677,27,31
0,2803,379,14
0,1646,39,2
38,3596,31,45
0,254,35,48
10,331,19,27
0,3060,19,6
38,1581,35,9
23,2056,23,1
0,250,31,45
0,1204,31,27
0,2589,23,2
0,264,31,40
50,1882,23,7
42,3471,39,14
0,525,31,7
32,2225,19,5
0,1609,43,15
35,725,15,37
0,1638,47,27
0,4947,19,13
0,727,31,2
0,222,35,10
0,2255,35,13
42,229,23,38
34,2751,19,53
0,2613,27,4
0,2020,31,43
34,4323,27,7
31,2053,23,4
27,756,47,11
0,1264,31,14
34,4775,39,14
40,1679,27,41
0,692,111,10
0,439,39,26
0,707,23,14
0,1007,19,17
44,2051,27,17
0,273,31,2
0,795,163,15
0,3182,19,27
0,4005,23,44
0,313,19,5
0,577,19,14
28,1734,31,12
0,2994,55,38
0,1123,23,48
0,894,31,10
40,792,135,5
41,2999,31,10
0,5811,35,11
0,5546,51,8
0,4120,31,27
0,1020,175,22
0,2068,35,11
35,5970,39,37
42,109,35,1
33,3107,23,37
0,2097,31,7
0,221,43,13
0,1612,23,27
0,596,43,5
0,1788,35,4
0,1634,35,14
0,1673,27,36
0,323,15,25
0,2688,63,4
27,205,23,3
40,354,27,48
36,2006,19,18
43,453,35,23
27,1295,27,2
0,1316,27,2
0,338,31,16
0,1459,35,10
0,598,47,5
0,797,39,2
0,391,27,22
30,272,67,25
0,504,19,31
0,657,39,14
30,3147,27,48
0,1705,39,46
41,2234,47,5
0,2075,23,4
0,2414,19,48
0,3438,15,37
0,1720,31,12
0,723,47,14
0,840,31,23
34,1141,23,7
45,1779,35,6
0,898,27,4
0,419,31,5
0,3035,39,41
0,2534,87,19
0,1179,19,20
10,1137,31,28
0,628,47,45
0,2498,35,35
0,2167,43,3
42,329,23,47
0,84,35,7
37,2600,43,21
29,1231,35,27
37,289,19,8
30,243,27,37
0,855,43,17
0,2385,35,19
0,1983,23,35
0,758,31,52
37,5119,55,35
0,2258,47,12
0,3723,15,14
31,358,31,12
43,167,27,27
0,1155,23,50
0,411,35,12
50,1270,19,24
0,1658,23,7
0,1428,31,4
0,352,47,12
37,1436,15,10
0,1022,23,41
35,1195,31,5
0,4514,35,4
40,739,19,14
0,678,35,19
35,354,39,14
40,987,67,2
35,247,51,43
42,1853,51,2
0,413,27,43
0,1946,15,14
0,605,39,14
38,2501,27,7
20,1391,19,17
34,290,31,12
34,2452,23,2
36,3145,43,14
0,407,35,36
0,3696,35,26
34,3647,39,2
0,3830,23,45
0,2937,19,47
37,94,31,11
0,2084,31,17
37,7164,39,7
0,1336,307,5
0,152,39,4
0,804,31,8
0,3452,23,5
0,1476,43,51
36,5577,39,14
40,813,35,37
0,1361,19,14
0,761,27,46
0,146,23,14
0,503,19,8
31,2971,35,5
0,1327,27,27
36,1166,31,27
0,218,11,10
0,1451,39,13
38,2284,47,14
37,218,19,37
0,688,31,25
0,949,39,14
0,324,43,3
0,3264,19,27
36,691,19,14
10,1846,39,14
0,726,59,14
0,945,43,22
0,2465,31,12
40,130,35,14
0,933,27,33
0,850,27,14
0,1753,35,6
0,572,31,14
0,3222,35,15
40,1360,51,5
0,3763,19,7
0,3488,35,27
0,1389,31,27
0,2115,27,14
0,486,31,10
0,1449,23,7
0,172,27,50
0,667,103,41
35,2734,35,14
0,3086,27,3
0,1170,39,5
0,2661,31,46
0,3227,43,22
0,1423,39,4
30,1744,39,5
0,3271,31,10
0,3963,27,19
0,3172,35,48
37,1171,23,23
0,965,19,25
37,2131,43,23
38,1634,43,13
0,1912,35,21
0,5022,51,5
0,389,15,6
0,2236,31,11
0,812,23,18
0,64,23,42
30,3433,23,48
0,4083,31,2
0,3187,39,14
0,121,39,55
10,959,31,34
0,451,43,12
0,2317,27,14
37,1601,19,27
0,349,31,3
0,933,23,10
0,263,43,10
0,462,31,37
0,114,31,27
0,2468,19,37
0,172,27,1
25,1755,23,12
0,249,23,5
0,1742,39,14
40,811,31,13
0,244,23,40
0,1014,31,35
37,1070,35,46
0,2456,39,6
36,286,43,40
0,4765,35,6
35,917,15,30
0,3936,55,12
40,654,39,4
36,2805,39,7
0,1223,19,11
0,621,31,30
30,2171,39,19
33,703,31,14
0,1459,35,2
0,3440,27,15
36,171,23,45
0,773,31,27
0,1242,35,5
0,3610,27,12
0,1624,39,4
0,888,43,25
0,2361,31,2
0,1607,27,3
0,911,39,10
0,504,35,35
0,2239,35,25
0,649,35,24
24,1823,39,27
34,4153,15,8
30,324,27,24
32,671,335,25
0,3054,27,14
0,1784,27,8
0,3646,19,2
0,554,19,16
0,2069,19,8
0,1708,19,11
0,2058,27,53
38,4294,23,5
45,1633,39,14
0,1475,39,8
0,735,31,2
0,1977,31,14
0,1440,23,11
0,3453,31,9
0,1299,31,5
0,6270,35,3
0,818,15,10
0,3161,35,37
0,280,31,12
0,1584,19,36
0,1243,19,35
0,254,31,49
43,5832,35,14
0,2527,55,13
31,2512,35,15
23,1031,43,22
0,1864,39,14
0,3208,43,24
0,358,23,9
0,719,39,27
40,5040,11,52
30,976,27,48
0,428,27,41
37,401,119,33
0,834,19,13
0,1243,27,4
0,971,43,14
0,2895,27,23
30,968,43,25
0,737,23,35
0,1487,19,11
0,1376,27,27
35,3127,15,14
37,595,27,2
0,2230,27,9
29,2882,27,3
0,1329,27,23
0,1491,35,12
0,170,23,36
42,4895,31,1
0,83,19,14
0,566,35,27
0,5112,19,14
0,1538,43,24
0,1886,63,4
42,1068,31,27
27,2161,39,5
0,498,31,3
0,1442,51,5
0,3442,51,11
31,3304,39,54
0,281,47,33
0,1755,35,12
0,2493,23,37
0,1600,27,48
0,545,31,8
43,2771,291,40
36,846,31,7
40,418,39,7
0,1313,43,37
0,1184,39,14
43,454,23,23
0,806,35,54
0,1765,31,4
0,1891,31,5
0,277,55,25
0,1119,35,11
0,1276,31,27
0,4037,27,5
0,823,31,14
0,1474,39,37
24,3210,51,13
22,2260,31,13
43,1631,47,29
0,881,23,4
0,1770,23,15
36,718,31,41
0,506,23,4
0,534,23,52
0,1053,83,13
0,1076,15,33
0,1093,63,21
0,3098,227,34
0,1739,47,10
0,191,43,55
0,987,39,4
0,1519,31,45
0,2946,39,12
0,1467,47,5
0,706,19,7
0,617,31,26
0,30,31,12
0,726,27,27
0,547,31,3
0,761,51,2
0,317,35,9
34,975,23,5
0,1512,31,13
34,2875,23,10
0,2852,43,41
10,4325,43,11
0,1872,23,37
50,1119,27,37
0,340,35,48
37,993,39,3
41,1875,35,10
0,2280,31,7
0,693,39,2
0,333,23,11
0,437,27,5
0,341,19,40
50,1464,23,14
0,177,35,40
45,2850,27,50
0,35,43,7
0,1197,23,10
0,643,23,7
0,1118,27,40
40,628,23,43
0,2551,35,33
0,751,35,4
0,533,35,3
0,279,47,39
0,1141,39,25
0,403,23,3
0,2167,27,3
0,561,31,25
26,769,35,12
34,1035,19,12
40,1856,43,36
0,6270,23,3
0,2236,19,11
35,2745,111,5
0,993,31,15
0,1858,43,35
0,2449,23,45
33,2033,23,12
34,443,39,49
0,2027,159,38
0,4210,15,55
37,219,35,14
0,2026,31,52
0,232,31,10
37,1149,23,27
0,1498,31,5
41,1464,27,49
0,2144,35,8
0,2688,27,14
0,180,27,5
0,1905,19,48
35,2277,75,23
0,39,31,46
0,2093,19,27
30,745,27,28
0,1129,23,5
0,2213,23,35
0,254,71,12
0,305,27,27
0,3630,39,27
39,2233,31,12
20,2143,31,46
0,1577,27,25
39,2604,39,8
30,2296,31,1
30,1776,39,24
38,1141,31,26
0,679,27,8
0,6275,23,27
0,198,47,5
0,434,23,5
37,557,31,12
0,2512,27,14
0,1643,11,22
0,901,23,13
0,3225,39,14
50,497,39,2
0,139,35,14
30,1562,27,5
0,488,19,25
0,2173,35,17
37,2857,39,27
41,2959,43,24
0,960,35,40
0,3080,19,27
0,487,43,13
0,475,27,18
0,189,27,14
0,2595,19,17
0,625,35,2
23,1933,23,27
0,3912,23,31
0,4387,19,19
0,353,35,8
41,1304,35,3
0,999,35,10
40,630,23,7
0,1942,27,42
0,125,35,3
0,2024,27,25
0,4991,27,19
0,1755,27,1
0,2040,27,5
0,855,27,25
0,304,43,11
0,1447,167,27
0,1199,43,23
0,551,39,41
0,1965,31,19
0,869,27,18
0,668,31,16
0,488,35,23
0,54,15,29
40,964,31,25
0,167,27,22
0,1490,23,1
0,504,27,41
0,438,47,2
0,4379,27,1
0,441,31,7
0,3255,27,13
38,1184,35,14
0,1423,31,5
0,161,31,34
36,1113,31,8
0,352,43,33
0,142,31,10
0,325,27,4
0,713,35,11
0,2155,35,11
43,1264,31,12
38,2098,15,27
0,1358,47,14
37,1736,31,3
0,2623,27,10
0,1401,47,8
31,4278,19,13
0,1454,27,4
0,684,35,55
37,152,35,15
33,2342,35,8
0,1917,23,19
0,292,19,11
0,1990,287,5
0,1092,39,14
0,246,23,12
0,123,27,41
0,2637,23,9
0,861,23,3
0,280,51,2
37,6796,19,50
0,2276,23,12
0,450,47,14
37,611,31,19
0,1307,27,18
0,1866,43,56
37,377,35,24
0,729,47,9
0,4681,19,25
35,2200,159,44
0,567,27,25
0,459,39,5
35,2439,39,37
0,366,47,19
0,328,43,7
0,362,19,23
37,2985,23,2
0,792,35,10
0,2317,19,13
0,1832,31,35
0,999,51,2
0,1370,27,14
0,947,27,17
50,1526,23,45
0,1922,19,14
35,975,23,25
0,129,27,51
0,983,51,47
18,1600,47,14
0,1869,35,4
0,319,27,12
37,626,23,8
0,349,47,35
0,5230,47,5
0,2137,27,11
0,3834,19,17
43,1442,27,25
44,87,35,12
40,395,27,12
0,234,47,14
0,1931,23,15
0,312,27,23
33,1774,27,38
0,2697,23,34
0,1315,95,23
0,1973,31,29
0,196,31,8
0,1214,31,12
0,2423,19,26
0,2243,55,35
0,873,39,12
0,497,43,14
40,2115,43,45
0,3591,27,46
0,1223,31,22
37,340,23,6
0,528,43,14
30,1253,35,30
0,695,35,2
0,3066,27,5
30,3831,23,26
0,685,27,8
0,125,15,15
0,1111,27,14
40,104,31,27
40,1509,75,9
0,3526,43,14
0,2647,35,4
0,1923,23,13
0,1927,27,5
26,123,35,4
50,1231,27,19
0,3890,35,46
0,967,23,14
0,1353,31,5
0,2388,19,12
0,1379,11,7
0,361,23,37
0,3022,27,24
0,609,71,29
0,33,31,5
50,3238,55,41
0,684,31,14
0,3023,31,7
0,2622,31,14
0,1304,99,57
0,630,167,46
35,241,39,15
0,1616,27,13
10,4319,19,27
0,1520,31,14
0,898,31,40
40,2657,27,10
0,1510,27,12
34,2662,23,13
30,3280,19,27
0,996,27,10
0,1840,23,48
0,567,35,8
41,1241,35,49
0,2854,87,40
0,43,15,16
0,5872,75,35
37,1207,43,9
37,6126,27,10
0,3706,31,40
50,2627,27,24
0,3119,31,4
0,360,19,17
0,349,39,14
50,1636,23,7
0,313,43,37
0,256,39,4
0,301,19,5
50,1280,35,3
38,912,31,33
38,1259,31,26
36,843,19,23
0,597,31,4
0,2046,23,2
0,1553,31,5
38,1931,39,11
0,469,47,17
40,1445,15,37
0,119,23,45
0,2172,19,4
0,590,15,9
37,5377,135,7
28,2166,63,37
38,1832,79,7
0,1576,23,9
0,50,31,5
38,2949,39,41
0,99,47,5
40,1166,39,46
0,1712,27,27
34,1626,19,12
0,3143,39,45
0,3145,27,46
40,2768,35,21
33,803,47,49
0,3860,23,7
0,4157,31,5
34,1725,27,40
35,2022,19,13
0,1454,35,1
0,987,31,35
0,373,35,5
15,1825,19,7
0,1806,31,14
0,4564,31,10
0,1330,31,10
30,331,23,31
0,1487,19,14
40,494,31,40
0,643,39,19
47,1877,91,36
0,858,39,49
0,2460,35,23
39,1776,31,27
0,234,23,48
38,106,27,27
0,879,27,35
30,1073,23,14
0,472,19,52
36,1490,27,2
0,2779,23,7
0,4438,31,17
0,450,23,4
38,987,23,17
30,2211,35,18
40,3400,39,10
0,1228,19,12
0,1527,31,12
0,608,19,9
37,590,15,34
33,2238,135,14
0,2211,31,41
43,520,23,8
23,1886,35,23
0,1052,291,32
0,125,23,5
0,1414,47,38
0,1330,31,7
0,4338,19,49
36,2582,19,9
0,1506,35,15
10,507,31,8
0,1913,47,50
46,903,43,5
0,1340,39,3
0,1012,19,41
0,4387,27,19
0,2857,99,2
41,2243,39,8
34,509,31,9
0,349,111,4
0,3233,27,12
0,947,39,38
0,2548,15,12
0,4262,23,24
0,1340,111,9
0,1490,63,37
40,1300,67,51
37,830,23,3
30,1436,31,21
0,295,31,4
0,1343,27,23
34,3233,27,8
0,3106,31,50
30,1807,27,9
37,5364,63,37
0,604,51,10
0,1431,39,54
43,1518,27,7
0,2959,27,10
0,3122,59,14
10,653,27,13
0,4339,27,27
44,3265,27,49
0,2208,23,14
35,54,11,14
0,217,35,36
30,1796,67,12
0,1743,19,36
0,543,31,12
0,1117,115,5
0,2906,59,10
38,3612,31,25
0,280,43,5
40,1790,19,3
40,234,79,19
37,1180,39,14
0,3008,19,4
0,616,31,8
50,6757,39,7
26,4795,27,27
25,1801,31,19
0,761,31,2
0,2541,27,5
34,4052,31,25
0,2440,39,14
0,1768,31,7
0,895,35,19
0,3932,15,25
0,559,23,5
23,2512,75,4
0,2175,35,1
0,548,295,13
0,350,31,5
0,2277,35,17
0,1301,15,27
0,717,35,23
47,1283,35,14
0,162,19,8
0,643,23,7
0,1200,263,2
30,391,15,10
28,2257,39,48
0,615,39,14
0,1225,35,10
0,1993,39,13
0,454,19,24
0,244,31,8
0,206,39,36
0,794,27,2
0,3778,35,14
0,126,15,12
0,247,35,5
0,704,23,1
0,1129,23,10
0,110,31,3
38,477,47,50
40,246,27,10
0,4986,27,35
43,388,23,41
32,873,15,9
36,1435,19,5
34,5536,19,5
38,1664,35,10
0,1565,23,7
33,2939,19,5
39,1162,31,43
0,2380,23,4
0,543,27,15
0,1236,43,32
0,1165,11,14
0,1268,27,35
0,798,19,22
0,2233,31,27
34,5481,31,5
0,2558,27,27
32,4024,43,14
0,2565,51,35
0,908,19,5
0,677,43,13
0,624,23,15
0,1459,75,19
0,261,39,55
0,280,15,9
0,2654,39,5
30,546,19,2
0,240,15,10
32,2296,31,27
36,3286,31,4
0,1345,31,10
0,1983,43,18
0,251,51,11
26,2583,27,27
0,937,27,22
0,1624,15,27
0,954,27,14
50,361,35,24
0,473,39,12
34,2095,43,26
0,2710,39,12
0,2757,95,35
30,1375,23,17
0,871,67,18
0,714,27,24
0,1365,27,13
0,167,39,5
37,943,23,27
0,247,23,14
32,1647,39,49
0,1090,35,9
48,2866,23,2
0,1390,19,5
0,1076,35,11
0,783,19,49
0,1994,35,47
0,4399,35,12
34,1141,35,7
29,2769,31,14
0,4124,51,8
0,684,39,12
44,707,31,27
24,6021,75,24
0,1839,39,14
0,2503,23,37
0,1530,31,18
37,1167,27,1
0,677,35,10
30,544,19,2
0,1248,19,1
0,889,27,8
0,3124,31,2
0,4781,43,12
0,416,19,12
0,926,19,29
0,2702,39,31
50,661,39,12
0,1319,63,7
0,3617,39,27
50,1197,35,14
23,1117,27,2
0,1051,27,12
0,936,35,8
0,2787,27,12
0,593,31,12
32,483,23,8
26,565,23,46
0,2184,27,27
33,2256,39,14
37,4080,47,1
30,2534,35,4
0,156,71,7
0,2238,151,12
0,1356,43,35
0,863,51,41
0,603,83,2
0,1238,23,4
0,1757,27,44
0,404,19,12
37,2703,31,9
31,772,11,8
0,843,19,2
0,334,19,9
0,1680,27,35
0,1247,75,28
0,659,59,40
31,1989,27,3
0,3782,39,37
30,1637,15,6
0,541,87,5
0,695,39,14
30,2543,19,27
0,1748,39,49
0,433,27,38
0,3814,55,31
0,420,23,7
0,742,31,8
47,1683,31,38
0,3694,39,22
39,2871,35,15
0,1946,23,29
0,694,43,37
0,1694,323,5
0,441,27,12
37,249,23,12
0,3588,35,5
0,1398,31,17
0,3724,39,2
0,319,31,12
0,1759,31,5
0,1431,27,3
10,1389,23,36
0,1049,111,35
0,1270,23,26
0,4451,19,31
40,2658,27,4
35,1331,23,23
32,1215,27,14
0,1441,43,37
0,497,39,16
40,1074,59,1
36,1051,31,10
48,4573,15,14
0,1469,171,9
0,2345,43,14
42,1405,23,41
30,2463,55,41
30,3958,27,27
0,1078,31,47
0,2000,27,5
0,2204,31,8
0,432,47,12
0,2864,35,1
37,2207,27,7
10,367,31,5
0,1845,27,26
0,1622,31,26
0,1802,35,4
0,541,19,14
0,2495,35,4
0,2419,43,26
0,1118,19,12
41,2588,15,10
0,207,35,5
0,1942,39,12
18,1361,47,14
28,289,35,4
0,4622,35,15
0,2732,47,31
0,1859,19,5
0,677,43,22
32,1870,35,14
37,1988,23,10
38,204,31,27
0,330,19,14
0,2471,31,25
45,158,23,56
27,1879,35,51
43,6678,131,18
0,369,19,40
40,2248,35,35
0,2556,31,13
35,4186,19,7
32,1870,23,14
40,1642,31,30
0,975,31,14
0,587,35,37
0,504,63,5
0,1716,31,12
0,3249,47,27
0,1836,15,22
0,2257,35,31
0,698,31,34
35,1240,19,12
0,616,27,27
0,928,27,1
0,4116,35,4
34,1572,19,3
0,366,31,2
42,4275,43,12
0,2409,23,21
0,1013,27,5
0,924,87,11
43,1047,27,12
0,143,27,7
0,3129,31,12
0,457,27,7
0,2711,43,25
0,2258,27,22
38,1151,35,14
0,715,35,18
30,1288,59,14
30,2034,39,5
0,192,19,27
0,1186,39,49
0,1247,31,14
0,457,19,23
37,2442,51,9
37,590,27,34
50,531,31,38
0,1089,79,14
40,1041,27,31
0,2473,31,14
33,946,27,9
33,3868,35,53
35,4255,31,12
0,1978,23,16
0,1917,27,25
45,3146,47,48
0,1442,39,5
0,1376,47,27
40,1100,55,42
0,847,35,48
35,648,27,27
32,2904,19,8
27,6865,27,3
26,1944,39,14
40,3083,27,51
0,752,47,5
0,3086,27,5
0,70,31,24
0,1761,31,35
50,2379,23,48
0,1339,91,33
0,193,19,11
40,654,95,5
41,3548,35,18
40,487,23,14
44,837,31,32
0,1815,31,27
40,770,27,19
44,3829,23,4
0,1064,23,13
46,514,23,8
0,901,31,6
50,2012,35,5
0,5013,23,4
0,571,47,2
0,76,139,2
0,1501,47,6
38,3322,35,12
0,1619,35,7
0,423,35,34
36,69,35,9
50,2933,39,12
0,1030,47,27
36,593,31,6
0,1488,31,7
30,4071,27,31
0,2298,35,25
37,1466,23,19
0,653,67,4
0,358,19,48
0,335,19,12
0,2676,23,5
0,1731,119,3
0,1157,35,3
0,1880,19,36
0,821,23,27
35,725,31,37
0,1263,47,12
0,302,47,10
0,1231,23,1
35,2206,47,14
0,479,35,13
0,1281,27,7
35,401,23,13
0,1080,31,7
0,1163,23,5
48,1043,31,12
20,1172,39,21
35,931,19,4
0,1567,27,4
0,1360,35,27
0,1782,35,8
34,1106,55,17
0,4165,23,11
0,628,23,45
44,1953,19,12
0,679,27,14
26,1672,211,30
0,535,39,37
37,98,47,23
42,1683,23,5
38,2802,27,37
0,2681,27,34
35,1354,39,31
36,800,23,25
0,1737,39,19
0,601,27,3
0,2457,31,40
0,2145,39,3
0,1692,27,14
0,227,35,11
0,2368,23,37
0,1411,35,5
38,1064,43,1
37,994,31,43
32,2043,35,14
0,113,35,12
10,2375,39,23
32,1581,51,12
0,2130,35,42
0,397,19,14
0,1749,11,12
0,2263,23,7
0,982,27,14
15,2549,35,2
0,3004,43,6
0,1703,127,25
37,2231,139,9
0,1623,51,8
37,307,123,14
0,2370,35,1
35,1424,31,38
0,258,23,15
0,2716,31,24
0,2348,35,2
0,2514,31,26
0,2298,27,33
36,2169,31,33
0,182,31,11
38,2767,31,8
0,4107,27,11
0,695,35,1
33,3610,35,5
27,1008,31,35
0,2009,27,21
0,682,31,7
0,186,47,5
0,1029,35,10
0,1500,75,1
43,2330,31,27
0,774,35,14
0,2332,43,42
0,834,31,27
38,2287,47,2
40,2785,35,31
0,1517,23,14
35,1284,31,14
0,2584,35,8
0,700,35,42
0,698,39,25
0,605,27,7
0,304,23,9
38,765,35,19
34,2210,31,38
0,4815,15,5
0,1397,39,5
0,251,31,2
0,3048,35,37
38,1865,23,7
0,985,35,16
0,173,23,5
0,41,35,13
42,513,19,27
50,2965,19,14
0,856,87,9
0,674,35,26
0,968,27,31
0,1695,51,27
38,1762,39,5
50,1270,31,24
0,2080,39,1
0,303,39,36
0,549,27,27
0,3226,31,14
0,1669,35,37
0,69,39,17
0,2455,19,23
0,287,31,46
0,5101,23,25
0,1267,35,8
0,770,47,40
0,437,19,14
0,2732,23,48
10,158,35,10
50,830,31,42
0,383,47,41
35,2539,27,5
34,790,11,40
0,1312,23,15
0,3010,31,4
0,1507,35,40
28,1894,75,14
0,4246,39,24
0,5189,27,44
0,1275,35,12
0,1619,27,17
0,599,31,19
38,1509,39,19
0,81,27,10
0,2029,39,25
38,978,39,7
0,2894,35,5
0,1085,23,5
0,661,35,25
0,127,35,5
0,573,43,4
33,755,27,14
0,127,111,9
0,1690,35,35
0,285,23,14
0,2427,47,5
0,1913,31,2
50,1102,27,25
0,1016,27,12
0,174,35,51
40,939,31,26
0,730,31,52
0,1160,23,23
0,631,31,21
0,2922,23,5
39,226,39,19
47,1998,27,2
0,1040,31,37
10,3562,35,9
0,86,19,12
33,1980,31,48
0,964,51,2
0,61,39,10
0,1801,39,5
0,328,19,14
31,3950,27,1
0,1742,27,12
40,812,19,3
0,1430,31,40
30,245,15,55
37,764,23,5
0,2576,15,14
41,2704,27,25
0,1059,27,38
29,2844,31,40
37,1130,31,38
0,55,23,47
0,594,39,34
0,1032,43,32
0,4186,35,3
40,1399,31,9
33,1610,27,42
0,1348,47,43
37,3962,39,35
36,2969,27,23
0,2023,31,25
0,768,39,52
0,241,31,47
38,5334,47,5
36,2128,43,2
33,2275,271,41
0,1541,31,26
33,1326,27,13
0,184,27,11
0,5088,27,14
0,422,35,3
38,772,39,3
0,618,35,5
0,5183,31,27
42,584,27,9
0,441,31,18
50,785,11,12
0,2356,35,6
